ele,time,_lat,_lon
849.9,2019-02-12T19:58:09Z,42.33853287,-3.69739709
871.4,2019-02-12T19:58:28Z,42.33846773,-3.69733858
875.6,2019-02-12T20:07:46Z,42.33848697,-3.69734723
890.8,2019-02-12T20:36:25Z,42.33853066,-3.69730271
892.4,2019-02-12T20:48:54Z,42.33851092,-3.69736499
895.3,2019-02-12T21:02:12Z,42.33850821,-3.69729767
893.3,2019-02-12T21:06:12Z,42.33846326,-3.69729030
893.3,2019-02-12T21:07:32Z,42.33842406,-3.69732195
893.3,2019-02-12T21:09:04Z,42.33844116,-3.69738339
911.7,2019-02-12T21:17:53Z,42.33849677,-3.69734243
909.3,2019-02-12T21:18:08Z,42.33857326,-3.69735129
906.4,2019-02-12T21:18:28Z,42.33861889,-3.69735569
913.1,2019-02-12T21:22:02Z,42.33857960,-3.69732254
899.5,2019-02-12T21:54:27Z,42.33851662,-3.69733088
864.5,2019-02-13T07:57:20Z,42.33874139,-3.69738659
864.5,2019-02-13T07:57:31Z,42.33873999,-3.69731515
864.5,2019-02-13T07:57:36Z,42.33871429,-3.69737981
863.1,2019-02-13T07:57:39Z,42.33868898,-3.69743419
861.9,2019-02-13T07:57:42Z,42.33866960,-3.69750594
861.9,2019-02-13T07:57:44Z,42.33866283,-3.69756953
861.9,2019-02-13T07:57:46Z,42.33865762,-3.69763695
861.9,2019-02-13T07:57:48Z,42.33865166,-3.69769960
860.8,2019-02-13T07:57:51Z,42.33863561,-3.69777952
860.8,2019-02-13T07:57:54Z,42.33861573,-3.69784276
860.8,2019-02-13T07:57:57Z,42.33858911,-3.69791026
860.8,2019-02-13T07:58:00Z,42.33856048,-3.69797394
863.3,2019-02-13T07:58:03Z,42.33853575,-3.69803244
865.9,2019-02-13T07:58:06Z,42.33850820,-3.69808783
868.5,2019-02-13T07:58:09Z,42.33848116,-3.69814734
871.9,2019-02-13T07:58:12Z,42.33844484,-3.69819961
874.7,2019-02-13T07:58:15Z,42.33841038,-3.69824415
878.6,2019-02-13T07:58:24Z,42.33845416,-3.69829791
878.6,2019-02-13T07:58:26Z,42.33849789,-3.69831423
878.6,2019-02-13T07:58:28Z,42.33854246,-3.69833685
871.2,2019-02-13T07:58:31Z,42.33860326,-3.69833979
869.7,2019-02-13T07:58:34Z,42.33865520,-3.69833316
869.7,2019-02-13T07:58:37Z,42.33870149,-3.69833587
869.7,2019-02-13T07:58:42Z,42.33875225,-3.69835236
869.7,2019-02-13T07:58:45Z,42.33880838,-3.69836683
867.7,2019-02-13T07:58:48Z,42.33886838,-3.69836832
867.7,2019-02-13T07:58:52Z,42.33891298,-3.69834289
865.7,2019-02-13T07:58:55Z,42.33896285,-3.69833261
864.4,2019-02-13T07:58:58Z,42.33902096,-3.69835324
860.5,2019-02-13T07:59:01Z,42.33907468,-3.69838708
858.0,2019-02-13T07:59:04Z,42.33912925,-3.69837553
855.7,2019-02-13T07:59:07Z,42.33917917,-3.69834462
852.9,2019-02-13T07:59:10Z,42.33922347,-3.69832776
850.7,2019-02-13T07:59:13Z,42.33927952,-3.69836161
848.5,2019-02-13T07:59:16Z,42.33931917,-3.69840777
848.5,2019-02-13T07:59:19Z,42.33936073,-3.69843684
848.5,2019-02-13T07:59:22Z,42.33941037,-3.69847983
850.0,2019-02-13T07:59:24Z,42.33944669,-3.69851588
851.4,2019-02-13T07:59:27Z,42.33949489,-3.69858150
853.0,2019-02-13T07:59:30Z,42.33954033,-3.69864252
854.6,2019-02-13T07:59:33Z,42.33958893,-3.69870342
857.1,2019-02-13T07:59:36Z,42.33964013,-3.69875117
858.9,2019-02-13T07:59:39Z,42.33969250,-3.69878739
860.5,2019-02-13T07:59:42Z,42.33974043,-3.69882573
862.2,2019-02-13T07:59:45Z,42.33978365,-3.69887851
863.8,2019-02-13T07:59:49Z,42.33982424,-3.69893523
865.0,2019-02-13T07:59:52Z,42.33983928,-3.69899654
865.0,2019-02-13T07:59:55Z,42.33984213,-3.69907511
865.0,2019-02-13T07:59:58Z,42.33984821,-3.69915667
865.0,2019-02-13T08:00:01Z,42.33986958,-3.69921221
865.0,2019-02-13T08:00:04Z,42.33991148,-3.69923964
865.0,2019-02-13T08:00:08Z,42.33996028,-3.69927591
865.0,2019-02-13T08:00:12Z,42.34001588,-3.69930291
865.0,2019-02-13T08:00:15Z,42.34007358,-3.69931829
867.7,2019-02-13T08:00:18Z,42.34013261,-3.69933760
867.7,2019-02-13T08:00:21Z,42.34019173,-3.69935245
867.7,2019-02-13T08:00:23Z,42.34023631,-3.69937127
867.7,2019-02-13T08:00:25Z,42.34028246,-3.69939503
867.7,2019-02-13T08:00:28Z,42.34033496,-3.69943885
867.7,2019-02-13T08:00:31Z,42.34037486,-3.69947809
867.7,2019-02-13T08:00:34Z,42.34041905,-3.69951426
867.7,2019-02-13T08:00:37Z,42.34046941,-3.69953310
867.7,2019-02-13T08:00:40Z,42.34050949,-3.69956811
866.0,2019-02-13T08:00:43Z,42.34054299,-3.69962634
864.2,2019-02-13T08:00:46Z,42.34057428,-3.69967875
864.2,2019-02-13T08:00:50Z,42.34061448,-3.69973736
864.2,2019-02-13T08:00:53Z,42.34066054,-3.69977056
864.2,2019-02-13T08:00:56Z,42.34071184,-3.69977851
865.7,2019-02-13T08:01:00Z,42.34076162,-3.69976910
868.6,2019-02-13T08:01:04Z,42.34082182,-3.69979841
870.3,2019-02-13T08:01:07Z,42.34086135,-3.69988234
870.3,2019-02-13T08:01:09Z,42.34086280,-3.69996157
870.3,2019-02-13T08:01:11Z,42.34085363,-3.70003806
870.3,2019-02-13T08:01:13Z,42.34084090,-3.70010467
869.0,2019-02-13T08:01:16Z,42.34082702,-3.70017001
869.0,2019-02-13T08:01:19Z,42.34082607,-3.70023865
866.7,2019-02-13T08:01:22Z,42.34083105,-3.70031504
864.8,2019-02-13T08:01:25Z,42.34081544,-3.70039373
862.4,2019-02-13T08:01:28Z,42.34079372,-3.70046304
860.8,2019-02-13T08:01:31Z,42.34077038,-3.70053114
858.6,2019-02-13T08:01:35Z,42.34073207,-3.70059249
857.4,2019-02-13T08:01:38Z,42.34070567,-3.70064708
857.4,2019-02-13T08:01:41Z,42.34067984,-3.70071606
856.2,2019-02-13T08:01:44Z,42.34066783,-3.70079206
856.2,2019-02-13T08:01:47Z,42.34065080,-3.70087185
856.2,2019-02-13T08:01:50Z,42.34064102,-3.70094598
856.2,2019-02-13T08:01:54Z,42.34063461,-3.70102020
856.2,2019-02-13T08:01:57Z,42.34062989,-3.70108776
856.2,2019-02-13T08:02:00Z,42.34061899,-3.70116768
856.2,2019-02-13T08:02:03Z,42.34060095,-3.70124291
856.2,2019-02-13T08:02:06Z,42.34057897,-3.70131068
856.2,2019-02-13T08:02:09Z,42.34056263,-3.70136850
